age,gender,marital_status,income,education_level,employment_status,credit_score,vehicle_age,vehicle_type,vehicle_price,policy_tenure,premium_amount,no_of_claims,accident_severity,region,fraudulent_flag,agent_rating,claim_amount,claim_approved
61,Male,Married,888014,Graduate,Unemployed,435,12,Bike,1507956,5,71547,1,Low,East,0,4,141298,0
53,Female,Married,401599,Postgraduate,Employed,687,4,Car,896082,1,24325,5,Medium,West,0,4,51985,0
65,Female,Married,1518866,High School,Employed,463,2,Bike,233524,7,25783,4,Medium,North,0,4,46678,0
21,Female,Married,1360764,High School,Employed,714,9,Bike,144197,9,39809,0,Medium,North,0,2,62811,0
22,Male,Single,1712618,Postgraduate,Employed,435,8,SUV,2097299,3,51145,3,Low,South,0,4,56040,0
54,Male,Single,712142,Postgraduate,Employed,457,9,Car,1234349,4,20090,4,Low,West,0,2,12454,0
25,Male,Single,1961486,Graduate,Unemployed,697,8,Bike,1052736,7,40260,4,Low,West,0,2,28045,0
59,Female,Single,945445,High School,Self-Employed,665,5,Car,2482358,2,22099,5,Medium,North,0,4,30309,0
66,Female,Married,1722172,Graduate,Unemployed,601,4,SUV,472807,4,37063,1,Low,South,0,4,31824,1
45,Female,Married,1772040,Graduate,Self-Employed,648,0,Car,779123,7,17674,2,Low,East,0,4,9431,1
48,Female,Single,1998354,High School,Employed,693,5,Bike,935749,9,64719,1,Medium,North,0,4,91544,1
26,Male,Married,568599,Graduate,Employed,623,4,SUV,333262,8,55532,3,Medium,South,0,2,138324,0
68,Female,Married,920924,Graduate,Unemployed,349,8,Bike,1172869,4,38496,3,Low,South,0,2,94208,0
46,Male,Married,1241597,High School,Employed,623,13,Car,2124192,2,26312,3,Low,South,0,4,52993,0
31,Male,Married,1437179,Graduate,Employed,813,6,SUV,717257,9,41586,4,Medium,South,0,2,41880,0
57,Female,Married,1856644,Graduate,Employed,762,2,Car,1155435,4,36242,3,High,East,0,1,75174,0
58,Male,Single,1387582,Graduate,Employed,374,4,SUV,1318163,9,29513,1,Low,West,0,3,52102,0
39,Male,Single,1606101,Graduate,Self-Employed,800,5,Car,194575,9,10201,4,Low,West,0,5,11800,0
28,Male,Married,431948,High School,Employed,487,10,Car,1427288,5,51575,1,Medium,West,1,3,30463,0
40,Male,Married,1427697,Graduate,Self-Employed,428,1,Bike,252454,6,66320,0,Low,East,0,3,97973,0
18,Female,Single,568499,Graduate,Employed,792,6,Car,1515078,6,8544,5,High,East,0,5,14294,0
63,Female,Married,648496,Postgraduate,Unemployed,396,8,SUV,729910,5,20651,0,Medium,West,0,4,35541,0
54,Male,Married,1203438,High School,Unemployed,664,9,Car,1539483,7,78007,5,Medium,East,0,3,86105,0
38,Female,Married,1344173,High School,Self-Employed,800,8,Car,768523,7,53786,0,Medium,East,0,4,104094,1
43,Male,Married,1695196,Postgraduate,Employed,464,4,Car,1443431,7,77019,1,Low,South,0,4,143735,0
63,Female,Single,1250703,Graduate,Employed,476,7,SUV,1968451,6,10194,2,Medium,West,0,1,11296,0
53,Female,Single,406691,Postgraduate,Unemployed,572,8,SUV,1033830,2,27127,5,Low,North,0,2,53450,0
40,Female,Married,918096,High School,Employed,626,5,Bike,636438,8,50366,1,Low,South,0,5,100472,1
18,Female,Married,874451,High School,Employed,698,11,Car,1689890,4,67496,0,Low,North,0,5,146729,1
68,Female,Married,587697,High School,Retired,862,3,Bike,1626092,6,6249,5,Medium,East,1,5,8451,0
57,Male,Married,1526597,Postgraduate,Retired,710,3,SUV,2393214,7,64550,2,Medium,North,0,2,153006,0
32,Female,Divorced,1152085,Postgraduate,Unemployed,363,2,Car,153644,1,70569,5,Medium,North,0,5,171073,0
38,Male,Single,998951,Graduate,Retired,746,11,Car,455289,6,79398,4,Low,East,0,3,153562,0
64,Male,Married,666568,High School,Unemployed,640,8,Bike,721167,8,61631,5,High,West,0,5,111651,0
26,Female,Single,732639,High School,Self-Employed,528,9,SUV,853217,5,28333,3,Low,South,0,1,60672,0
26,Male,Single,1633943,Graduate,Employed,804,10,Bike,1888546,8,51785,2,High,North,0,4,40062,0
27,Female,Single,608864,Graduate,Retired,549,12,Car,357038,6,27988,5,Low,East,0,4,57464,0
69,Male,Married,1568268,Graduate,Unemployed,369,14,Car,224912,7,4204,0,Low,North,0,1,5770,0
43,Male,Married,309538,High School,Employed,811,10,Car,1977633,9,58324,5,Low,South,1,2,135858,0
58,Female,Single,1603717,Graduate,Employed,644,5,Truck,1966896,7,33072,2,Medium,South,0,2,22752,0
52,Female,Married,1748592,High School,Employed,846,7,SUV,1852549,2,3981,3,Low,West,0,5,3453,0
69,Female,Divorced,393895,Graduate,Retired,572,13,SUV,1280426,8,68513,5,Medium,East,0,5,83845,0
42,Female,Single,1636317,Graduate,Self-Employed,855,1,Bike,2064869,1,12730,4,Low,East,0,3,31069,0
43,Male,Divorced,1490085,Postgraduate,Employed,644,14,Bike,430562,1,22734,1,Medium,West,0,4,38161,1
28,Female,Married,1161984,Graduate,Employed,759,3,Car,993535,6,34543,2,Low,West,0,5,80750,1
55,Male,Single,632233,High School,Retired,406,14,Bike,1058014,8,43866,0,Medium,South,0,1,104220,0
19,Male,Married,1287829,High School,Self-Employed,787,1,SUV,1362318,1,49477,3,Low,South,0,2,28080,0
24,Male,Divorced,1479757,Postgraduate,Employed,343,10,Car,272176,1,39633,2,Low,East,1,5,77691,0
35,Male,Married,286967,High School,Employed,801,10,Car,2059599,5,11393,2,Medium,North,0,2,12052,0
44,Male,Married,352996,High School,Employed,724,2,Car,414364,3,13539,2,Low,West,0,4,17477,1
51,Male,Single,759152,Postgraduate,Employed,348,1,Car,2296566,1,78378,0,Low,East,0,3,40216,0
44,Female,Married,1523213,Graduate,Self-Employed,359,8,SUV,972414,2,62281,2,Low,East,0,2,117416,0
34,Male,Married,205337,Graduate,Self-Employed,557,8,Car,1911448,4,75330,5,High,South,1,2,165481,0
60,Male,Divorced,1311857,High School,Employed,876,5,Bike,1914324,8,5939,5,Low,East,0,5,4143,0
61,Male,Married,1788899,Postgraduate,Self-Employed,413,11,SUV,645728,6,54010,2,Medium,West,0,5,94244,0
68,Female,Single,1599574,High School,Employed,648,6,SUV,1018784,4,58056,5,Low,South,0,4,58749,0
41,Female,Married,438913,High School,Retired,697,13,SUV,1948966,7,45096,4,Medium,North,0,3,111277,0
42,Male,Single,437798,High School,Employed,769,4,Bike,709512,9,59171,0,High,South,0,5,36018,0
24,Female,Single,1448966,High School,Employed,314,9,Car,164076,6,29693,5,Medium,South,0,3,46141,0
69,Male,Married,934694,Postgraduate,Employed,848,0,Car,851301,1,64107,2,Low,West,0,3,139491,1
23,Female,Married,1530604,Graduate,Employed,437,3,Bike,736701,8,46867,3,Low,North,0,5,92763,0
41,Male,Single,209074,Graduate,Employed,564,12,Car,1633808,3,67498,1,Low,South,0,2,107850,0
50,Female,Married,226907,Postgraduate,Employed,857,3,Truck,2410003,5,16203,1,Medium,South,0,1,35950,0
66,Female,Married,1467173,High School,Self-Employed,380,11,Bike,1141989,2,57290,4,Medium,East,0,4,140989,0
46,Female,Single,566867,High School,Employed,602,13,SUV,705281,1,75195,0,Low,West,0,3,53027,1
60,Male,Married,732912,Graduate,Employed,573,13,SUV,368445,7,43942,3,Low,East,0,2,28430,0
39,Male,Married,455160,Graduate,Retired,412,7,SUV,1644690,3,47971,0,High,East,0,3,103870,0
43,Male,Single,1715217,Graduate,Employed,708,4,SUV,886263,4,25012,1,Low,North,1,5,24710,0
45,Female,Married,1144760,High School,Unemployed,664,14,Car,1330735,2,50078,3,Low,East,0,4,112833,0
67,Female,Married,341527,Graduate,Employed,540,2,SUV,135427,4,13998,1,Low,East,0,4,16684,0
38,Male,Married,443808,High School,Employed,388,0,Car,2122798,9,48124,1,Medium,West,0,2,44536,0
66,Female,Single,1390842,High School,Employed,571,14,Truck,1624781,9,11374,0,Low,East,0,3,13020,0
24,Male,Single,1734316,High School,Employed,554,0,SUV,1005717,1,46703,2,Medium,East,0,2,108195,0
34,Male,Single,1168473,High School,Retired,788,4,Car,351803,7,33335,5,Low,South,0,5,66047,0
37,Male,Married,273106,High School,Employed,544,7,Truck,482624,3,43508,4,Low,West,0,1,25308,0
58,Male,Married,1270063,High School,Self-Employed,398,8,Car,664622,5,26266,3,Low,East,0,5,65180,0
66,Female,Married,200617,Postgraduate,Self-Employed,870,9,Bike,2342526,5,65377,5,Low,North,0,3,60487,0
37,Female,Married,1359564,Postgraduate,Employed,372,9,Bike,1019235,4,19504,4,Low,North,0,1,28790,0
39,Female,Divorced,587529,Graduate,Self-Employed,587,1,Truck,907427,1,71713,3,Medium,East,0,1,68583,0
45,Male,Married,1355389,Postgraduate,Employed,510,4,Truck,1559162,9,65437,1,Medium,West,0,1,68960,0
57,Female,Married,1885885,Postgraduate,Self-Employed,833,13,Bike,1774117,5,74952,3,Low,South,0,5,48132,0
66,Male,Married,861645,High School,Unemployed,382,3,Car,271678,2,71844,3,Low,North,0,3,130723,0
24,Male,Single,757512,Graduate,Employed,541,11,Car,1235011,2,71093,5,Low,East,0,1,111399,0
18,Male,Single,1277570,Postgraduate,Employed,311,2,Car,1202922,4,18750,0,Low,North,0,2,34366,0
49,Male,Single,1573159,Graduate,Employed,816,10,Car,644116,2,33215,4,Low,West,0,1,41414,0
30,Male,Single,1875042,High School,Employed,415,7,Bike,938984,5,20820,4,Low,West,1,5,46373,0
47,Male,Married,1009446,Graduate,Employed,646,1,Bike,1988199,2,48694,3,Medium,South,1,2,76062,0
40,Female,Married,1581229,High School,Retired,319,1,SUV,264873,4,35760,2,Medium,North,0,3,86577,0
68,Female,Married,794598,High School,Employed,435,4,Car,2328673,4,14295,2,High,East,0,3,30961,0
36,Female,Single,936415,High School,Employed,745,9,Car,1304887,3,54431,5,Low,North,0,5,86735,0
49,Female,Single,1182758,High School,Employed,737,9,Car,1962561,7,39395,5,Medium,East,0,1,96647,0
47,Male,Married,1688909,High School,Employed,869,9,Bike,1978449,2,4609,4,High,West,0,3,4418,0
46,Male,Single,1495339,Postgraduate,Employed,472,0,Bike,283626,5,63305,3,Low,West,0,4,105315,0
66,Female,Single,1763328,High School,Employed,816,11,Bike,1512612,2,22353,5,Low,South,0,1,42376,0
62,Female,Single,1990052,High School,Employed,458,6,Car,1013818,9,66722,4,High,East,0,2,44089,0
46,Female,Single,1075067,High School,Employed,704,8,SUV,1887910,6,68975,0,Low,North,0,5,105526,1
47,Female,Single,512362,Graduate,Self-Employed,811,13,Bike,441233,8,3931,1,Low,West,0,5,3357,1
33,Female,Married,461312,Postgraduate,Retired,303,1,Car,889604,6,5187,0,Low,East,0,2,9639,0
57,Female,Single,1553308,High School,Employed,886,14,Bike,763781,3,74149,1,Low,South,0,1,59514,0
36,Female,Divorced,1100823,High School,Unemployed,403,9,Bike,904608,7,15610,3,Medium,East,0,2,32339,0
35,Female,Married,213302,Graduate,Employed,672,0,Car,583601,2,46922,3,Low,East,0,2,79988,0
18,Male,Single,1697552,Graduate,Unemployed,581,8,Car,665141,4,47838,0,Low,North,0,4,39273,0
31,Male,Single,1776098,High School,Employed,582,12,Car,412217,5,69679,0,Low,West,0,2,120679,0
68,Male,Married,1910430,High School,Unemployed,776,12,Car,2436067,4,55350,5,Low,South,0,5,28595,0
64,Male,Single,1439273,Graduate,Unemployed,534,1,Car,1463588,2,71837,2,Medium,East,0,3,41211,0
67,Female,Married,1056466,High School,Unemployed,477,8,Car,1278504,2,79217,5,Low,North,0,1,74263,0
19,Male,Divorced,980638,Postgraduate,Unemployed,637,13,Car,1358572,6,52367,0,High,West,0,3,65788,0
45,Female,Single,1620454,High School,Self-Employed,801,12,SUV,1117405,9,17938,4,Medium,South,0,2,14200,0
66,Male,Married,1843667,High School,Employed,521,7,Car,747240,7,48930,5,Low,West,0,2,101529,0
67,Female,Married,1697115,Postgraduate,Self-Employed,755,6,Car,957155,8,20545,1,Low,East,0,4,14868,1
47,Female,Single,343618,Postgraduate,Employed,658,10,Car,2327969,6,54049,2,High,West,0,5,31865,0
55,Male,Married,879839,High School,Employed,709,0,Truck,397649,8,59977,5,Medium,West,1,1,30865,0
68,Male,Married,760725,Postgraduate,Employed,857,3,Bike,1475705,4,46876,5,Low,West,0,2,76329,0
21,Female,Married,909227,Graduate,Self-Employed,761,14,Bike,521800,7,69923,5,Low,West,0,5,115366,0
18,Female,Married,1913593,High School,Employed,490,10,SUV,1520095,3,30004,5,Low,South,1,3,26176,0
25,Female,Married,812277,Graduate,Self-Employed,444,10,Car,1742561,3,64102,5,Medium,South,0,1,65889,0
46,Male,Single,1348841,High School,Self-Employed,643,6,Truck,2406023,3,42986,4,Low,West,0,1,88522,0
56,Male,Divorced,479403,High School,Employed,875,5,Car,1624827,5,53982,4,Medium,West,0,4,123443,0
20,Female,Single,1114958,High School,Employed,456,0,Bike,1379159,6,44792,0,Low,East,0,5,51729,0
49,Male,Single,1146149,Graduate,Retired,607,6,Car,832950,4,7131,2,Low,North,0,1,9790,0
27,Female,Married,405342,Postgraduate,Unemployed,427,13,SUV,2030918,5,46990,3,Low,North,0,3,29953,0
27,Male,Married,924412,High School,Employed,323,14,Car,1351413,3,11900,3,Low,North,0,3,26067,0
36,Male,Married,973913,High School,Employed,424,1,Bike,2022875,8,34876,0,Low,East,1,2,63269,0
63,Male,Single,1001464,Graduate,Employed,474,11,Car,1029143,6,50234,1,Low,South,0,2,33078,0
51,Male,Divorced,422202,Graduate,Employed,400,12,Bike,1394755,4,29023,0,Low,North,0,3,48748,0
50,Male,Single,895361,Graduate,Employed,350,13,Car,238593,1,55786,1,Low,North,0,5,39302,0
40,Female,Single,226004,High School,Retired,557,12,Truck,2454435,3,45358,4,Medium,South,0,5,90104,0
45,Female,Single,675710,Graduate,Retired,467,7,Car,1260744,8,15048,2,Low,East,0,3,11488,0
49,Male,Married,479986,High School,Unemployed,404,1,Bike,2264834,2,36034,3,Medium,East,0,3,51673,0
67,Female,Married,1092131,Graduate,Employed,880,3,Bike,1615444,4,18330,5,High,East,0,2,35142,0
24,Female,Married,1733403,High School,Employed,334,5,SUV,2127678,5,6646,5,Medium,East,0,3,5744,0
46,Male,Married,760483,High School,Self-Employed,727,7,SUV,376896,6,68320,4,Low,North,0,2,47704,0
25,Female,Single,1376714,Graduate,Self-Employed,638,11,Truck,281244,2,33337,0,Low,North,0,2,67120,0
18,Male,Married,1158070,Postgraduate,Employed,452,10,Car,1498148,7,63442,2,High,West,0,2,125172,0
20,Female,Single,207736,Graduate,Self-Employed,805,2,Car,873354,9,51411,3,Low,West,1,4,60416,0
41,Female,Single,1821122,Postgraduate,Self-Employed,379,11,Car,1730602,9,45845,5,Low,South,0,5,42449,0
40,Female,Married,558948,High School,Unemployed,330,5,Bike,1342496,4,57332,4,Low,South,0,3,134235,0
25,Female,Married,1817375,Graduate,Self-Employed,524,13,Car,1815973,4,66101,0,Low,West,0,4,118362,0
64,Female,Married,1514926,Graduate,Unemployed,508,5,SUV,975274,2,10588,1,Medium,South,0,2,16606,0
54,Female,Married,219348,Graduate,Employed,479,0,Car,2369466,9,69594,2,Low,North,0,4,72736,0
20,Female,Single,256057,Postgraduate,Self-Employed,718,5,Car,1541468,5,11466,5,Low,East,0,4,14107,0
68,Male,Married,891441,Postgraduate,Employed,796,0,SUV,1551083,7,59898,1,Low,North,0,5,70437,1
50,Male,Single,1624079,Graduate,Employed,604,8,SUV,168620,3,4620,2,High,East,0,1,11116,0
45,Male,Single,1366191,Graduate,Employed,613,3,SUV,1591490,8,53125,5,Low,East,0,2,41195,0
64,Male,Single,700393,Postgraduate,Employed,633,4,Car,1253560,7,69338,1,Medium,South,0,4,94926,1
25,Female,Single,1179712,High School,Retired,363,0,Truck,2099651,8,67359,4,Medium,West,0,3,39544,0
51,Female,Married,618070,Postgraduate,Employed,607,12,Bike,166196,2,67177,3,High,West,0,1,103426,0
52,Female,Married,1220266,Postgraduate,Retired,339,0,SUV,1405711,8,50271,0,Medium,South,0,1,109912,0
49,Male,Married,1528752,Graduate,Employed,542,11,Car,1937366,1,26398,3,Low,East,0,4,64307,0
41,Male,Married,1565399,Graduate,Employed,660,8,Bike,1241914,6,39721,2,Low,North,1,1,44476,0
31,Male,Divorced,1408920,High School,Self-Employed,544,5,Car,896043,6,71152,5,Medium,North,0,1,62881,0
49,Female,Single,569798,High School,Employed,444,12,Truck,895849,7,54497,1,Low,South,0,4,94821,0
63,Male,Married,838457,Graduate,Self-Employed,867,9,Bike,2126009,4,61837,5,Medium,West,0,5,69068,0
60,Female,Married,497253,High School,Employed,329,13,SUV,1701500,8,79904,3,Medium,South,0,3,55844,0
33,Male,Married,1299246,Graduate,Unemployed,727,12,Bike,194085,2,43226,0,Low,East,0,2,39418,0
21,Female,Single,693358,Postgraduate,Employed,681,9,Car,909802,8,42624,0,Low,West,0,5,23139,1
69,Male,Single,1560742,High School,Self-Employed,752,5,Bike,130117,7,40711,3,Low,West,0,2,92402,0
54,Female,Single,1647330,High School,Employed,480,4,Bike,1897324,6,59914,1,High,East,0,4,74967,0
38,Male,Divorced,768525,Graduate,Self-Employed,797,5,SUV,430322,8,44403,5,Low,East,0,2,91403,0
31,Male,Married,1913469,High School,Self-Employed,497,13,Car,1924338,2,17709,2,Medium,South,0,5,32055,0
48,Female,Married,1213832,Graduate,Employed,642,7,SUV,426140,8,15032,4,Low,West,0,3,13327,0
65,Female,Married,1177154,Graduate,Employed,332,6,Bike,2266857,4,28777,5,Low,East,0,5,37156,0
35,Male,Married,1457448,High School,Self-Employed,633,6,Car,2099643,7,33558,1,Medium,East,0,1,46677,0
24,Female,Divorced,1294880,High School,Retired,533,8,SUV,1495864,8,66101,4,Low,West,0,1,119104,0
27,Male,Single,446888,Postgraduate,Employed,847,8,Truck,166596,3,31135,3,Low,West,0,5,73282,0
24,Female,Single,1784683,High School,Unemployed,829,12,Bike,2102874,8,17390,3,Medium,East,1,1,15313,0
50,Male,Married,736479,Graduate,Self-Employed,727,8,Car,1205495,1,51311,3,High,North,0,5,67069,0
40,Female,Married,1255075,Postgraduate,Self-Employed,565,0,Bike,1445383,9,9247,2,Medium,East,0,5,8365,0
38,Male,Married,1835865,Postgraduate,Retired,594,11,Car,1902996,2,72974,3,Low,South,0,3,156796,0
36,Male,Married,834671,High School,Self-Employed,739,10,Bike,672386,2,40141,1,Medium,East,0,3,79168,1
65,Male,Single,741956,Graduate,Unemployed,860,10,Bike,1736340,5,13602,1,Low,North,0,3,29261,1
36,Female,Married,1912698,Graduate,Self-Employed,869,5,Car,550104,8,19832,2,Low,East,0,1,40592,0
53,Male,Single,874608,Graduate,Employed,631,14,Car,2235740,1,53969,0,Low,South,0,1,29911,0
46,Female,Single,1090781,Graduate,Self-Employed,450,4,Car,1936670,3,65396,4,Low,South,0,2,67458,0
35,Female,Married,900304,Graduate,Retired,600,7,Car,1528475,8,64648,5,Low,East,0,5,78026,0
19,Female,Single,407941,High School,Unemployed,644,10,Car,2023552,7,24428,1,Low,South,0,5,51406,1
18,Male,Married,1627385,Graduate,Employed,610,9,SUV,1723519,6,19239,5,Medium,North,0,3,42402,0
64,Female,Single,1510142,Graduate,Employed,482,12,Bike,1569887,1,59798,1,Low,West,0,1,86169,0
22,Female,Single,1082620,Graduate,Self-Employed,446,7,SUV,1322777,4,10807,5,Medium,South,0,3,26719,0
37,Female,Divorced,1879806,High School,Self-Employed,449,7,Car,857572,3,65347,3,Low,West,0,1,101969,0
28,Male,Married,213070,High School,Employed,566,4,Car,1806310,7,49079,0,Low,South,0,1,74517,0
59,Female,Married,1864256,Postgraduate,Employed,789,9,Car,796993,8,76038,3,Medium,West,0,5,119619,0
19,Female,Married,1345740,High School,Unemployed,430,10,SUV,1313385,7,24250,2,Medium,East,0,1,47924,0
20,Female,Married,893167,High School,Self-Employed,446,9,Bike,559383,5,68348,4,Medium,South,0,1,85654,0
40,Female,Single,641249,Graduate,Unemployed,674,0,Bike,126197,9,16953,5,Low,South,0,5,39211,0
29,Male,Divorced,618428,Graduate,Retired,784,12,Car,856626,4,21137,4,Medium,North,0,2,33797,0
37,Male,Married,825565,High School,Employed,803,3,Car,443159,3,37949,3,Medium,North,0,5,51615,0
22,Female,Married,204626,Graduate,Unemployed,803,6,SUV,1996361,8,24828,4,Medium,East,0,1,24634,0
54,Female,Married,1297846,Graduate,Self-Employed,518,1,Car,251340,1,19731,4,High,East,0,1,24340,0
55,Female,Married,1027199,Graduate,Retired,794,6,Car,1649656,2,79964,0,Low,West,0,1,145497,0
47,Female,Married,202292,Postgraduate,Employed,845,4,Car,489802,5,27782,1,Low,East,0,1,67998,0
26,Male,Married,578936,High School,Employed,310,5,Bike,2078194,9,52147,5,Medium,West,0,1,86780,0
51,Male,Single,1233259,Graduate,Self-Employed,560,5,Truck,2149502,6,54176,2,High,North,0,5,85238,0
61,Male,Married,1001291,High School,Retired,370,14,Car,1362785,7,30279,0,Medium,North,0,2,33475,0
52,Male,Married,623801,High School,Unemployed,463,4,Bike,617227,3,3606,0,Low,North,0,5,8443,0
69,Female,Single,597035,Graduate,Self-Employed,560,9,Bike,1452435,5,8235,3,Low,South,0,5,14233,0
39,Female,Married,1207127,High School,Employed,710,6,SUV,2305567,4,3284,3,Medium,South,0,3,7215,0
61,Male,Single,1883850,Graduate,Self-Employed,715,3,Bike,1047771,5,77806,3,Low,West,0,1,49199,0
41,Male,Single,1230593,High School,Unemployed,644,12,SUV,452598,4,20877,2,Medium,West,0,1,42406,0
34,Female,Single,1774144,High School,Unemployed,533,0,Bike,1471438,6,22766,3,High,South,0,4,23337,0
27,Female,Married,1705272,Graduate,Self-Employed,314,8,Bike,1619445,4,7518,1,Low,West,1,1,18144,0
47,Female,Married,1720569,Graduate,Employed,653,6,Bike,1900866,6,41584,2,Medium,West,0,2,32880,0
63,Female,Single,1225819,High School,Self-Employed,782,8,Truck,2240727,8,8138,4,Low,North,0,5,5820,0
40,Female,Single,345219,Postgraduate,Employed,737,11,Bike,781659,9,44605,2,Medium,South,0,2,52989,0
49,Male,Married,940712,High School,Retired,319,10,Bike,1192790,6,55913,4,High,East,0,4,61616,0
34,Male,Married,446522,High School,Self-Employed,771,8,Car,1080032,7,70106,0,Low,North,0,1,173316,0
67,Female,Married,922525,High School,Self-Employed,461,6,Bike,1218488,2,23085,4,High,South,0,4,40379,0
